,Date,Player,Item,DKP
2117,2/23,Spooge,Perdition's Blade,5
2105,2/22,Varros,Desecrated Spaulders,5
2505,5/4,Ismagu,Emberweave Leggings,5
2507,5/4,Respira,Gloves of Rapid Evolution,5
749,,Zhenduo,Desecrated Legguards,5
867,,Oom,Hive tunneles boots,5
2504,5/4,Respira,Netherwind Mantle,5
599,,Yumiki,Ringo's Blizzard Boots,5
2528,5/10,Yumi,Libram of Light,5
2100,2/22,19,Desecrated Legplates,5
2529,5/10,Manowar,Desecrated Gauntlets,5
2527,5/10,Yumi,Sadist's Collar,5
1048,,Thunderhamer,Icy Scale Spaulders,5
3077,8/9,Begs,Desecrated Handguards,5
2142,3/1,Tofra,Desecrated Gloves,5
2588,5/18,Ginblossom,Cenarion Boots,5
3072,8/9,Jyro,Desecrated Gauntlets,5
234,,Quietplz,Eshkhander's Right Claw,5
1406,,Inuyasha,Sabatons of Wrath,5
3079,8/9,Begs,Desecrated Boots,5
1796,1/11,Rogueisme,Desecrated Helmet,5
1688,12/29,Hamtaro,Nightslayer Pants,5
1419,,Hamtaro,Nightslayer Shoulder Pads,5
1685,12/29,Tukobonk,Lawbringer Boots,5
2120,2/23,Tofra,t2 priest robes,5
228,,Quietplz,Bloodfang Chestpiece,5
1675,12/29,Tofra,Aegis of Preservation,5
988,,Hunten,Hailstone Band,5
219,,Kulmirik,Gauntlets of Wrath,5
3100,8/10,Lightborn,Legguards of the Fallen Crusader,5
208,,Yumiki,Bindings of Transcendence,5
3081,8/10,Valerick,t2 bp,5
1433,,Hamtaro,Nightslayer Gloves,5
254,,Fatjaws,Nightslayer Shoulder Pads,5
262,,Dane,Beetle Scaled Wristguards,5
2967,7/19,Prast,Castigator,5
2969,7/19,Merlinsbeard,Desecrated Sandals,5
2339,4/6,Litefoot,Pants of Prophecy,5
1550,,Magnolia,Seal of the Archmagus',5
241,,Mavmoney,Felheart Pants,5
2141,3/1,Jim,Desecrated Gloves,5
1058,,mano,Icebane Helmet,5
2140,3/1,Tofra,Desecrated Sandals,5
725,,Mav,Staff of Dominance,5
2471,4/27,Respira,Bindings of Dominance,5
2473,4/27,Chetz,Bindings of Command,5
2480,5/3,Skylarke,Frostfire Ring,5
712,,Valerick,Aurastone Hammer,5
2132,3/1,Prastinna,Desecrated Bindings,5
933,,Nightsummon,Nemesis Belt,5
1056,,Tunasub,Desecrated Waistguards,5
2496,5/3,Yumi,Desecrated Spaulders,5
2121,2/23,Throndil,Girdle of the Fallen Crusader,5
1705,1/4,Ismagu,Bonescythe Ring,5
2502,5/4,Respira,Mind Quickening Gem,5
1421,,Hamtaro,Nightslayer Boots,5
689,, Wumbo,Qiraji Bindings of Command,5
483,,Dane,Shadowstrike,5
535,,Keen,Necro-Knight's Garb,5
1407,,Drendall,Rune of Metamorphasis,5
1408,,Drendall,Stormrage Belt,5
251,,Mavmoney,Felheart Slippers,5
248,,Mavmoney,Felheart Shoulder ,5
243,,Manowar,Sabatons of Might,5
2340,4/6,Cubster,cenarion helm,5
967,,Inyasha,Pauldrons of Might,5
2119,2/23,Hamtaro,Firemaw's Clutch,5
937,,Sxc,Judgment Sabatons,5
2198,3/9,Kornek,Judgement Bindings,5
2199,3/9,Kornek,Judgements Gauntlets,5
2354,4/6,cubster,shroud of pure thought,5
2352,4/6,cubster,stormrage pauldrons,5
979,,Gamuza,Desecrated Wristguards,5
973,,Inuyasha,Legplates of Wrath,5
969,,Inyasha,Breastplate of Might,5
2976,7/20,Clonk,Pauldrons of the Unrelenting,5
963,,Wumbo,Flameguard Gauntlets,5
2551,5/11,Shredz,Vek'nilash's Circlet,5
2301,3/29,Nightsurviv,Desecrated Gloves,5
592,,Arathmis,Judgment Belt,5
2626,5/24,Ismago,Desecrated Sabatons,5
2684,6/1,Valerick,Elementium Threaded Cloak,5
612,,Blackstabath,Therazane's Link,5
2583,5/18,Tuko,Lawbringer Gauntlets,5
2581,5/18,Elvischrist,Pants of Prophecy,5
611,,Hadriaa,Head of Nef,5
2059,2/15,Nineteenxx,Signet of the Fallen Defender,5
2627,5/24,Ismago,Desecrated Breastplate,5
2355,4/6,litefoot,essence gatherer,5
886,,Mavomney,Randon item from Garr/Geddon,5
1549,,Nuranfu,Ring of SPell Power,5
2584,5/18,Korzeth,Giantstalker's Helmet,5
2580,5/18,Ashula,Shimmering Geta,5
2195,3/9,Legits,Red Dragonscale Protector,5
962,,Inyasha,Helm of Might,5
991,,Respiras,Icy Scale Coif,5
888,,Brockstar,Necro-Knight's Garb,5
889,,Oom,Desecrated Spaulders,5
2290,3/29,Gotnugz,The Eye of Nerub,5
894,,Oom,Digested Hand of Power,5
2260,3/22,Koneko,Desecrated Bracers,5
2279,3/29,Raphael,Ring of redemption,5
2216,3/15,Iggsy,Desecreated Breastplate,5
2347,4/6,gamua,shadowstrike,5
1023,,Fatjaws,Hive tunneles boots,5
756,,Oom,Desecrated Handguards,5
930,,Brock,Gloves of Rapid Evolution,5
2437,4/20,Bltoaster,something,5
2168,3/2,Varros,Bracers of Might,5
2416,4/20,Rowaine,Sorcerous dagger,5
2415,4/20,Rowaine,Arcanist hat,5
788,,Wumbo,Styleen's Impeding Scarab,5
998,,Brockstar,Maexxna's Fang,5
2186,3/8,Jim,Desecrated Boots,5
2391,4/13,Xorkal,Nightslayer bracelets,5
2387,4/13,Respira,Husk of the Old God,5
2356,4/6,cubster,stormrage boots,5
2579,5/18,Moonnkin,Pauldrons of Transcendence,5
1152,,Oom,Cryptfiend Silk Cloak,5
603,,Kulmirik,Emberweave Leggings,5
600,,Hlista,Ringo's Blizzard Boots,5
595,,Wumbo,Sabatons of Wrath,5
2076,2/16,Keeeeeeeen,Enchant dodge,5
2654,5/31,Bill,Bonescythe Ring,5
2554,5/11,Rowaine,Mana Igniting cord,5
2649,5/25,Wumbo,Helm of Might,5
1171,,Gamuza,Icy Scale Spaulders,5
2647,5/25,Nightsurviv,Ouro's Intact Hide,5
2650,5/25,Zaek,Enchant Formula - Spell Power,5
2020,2/8,Cambridge,Noth's Frigid heart,5
1115,,Llef,Legplates of Might,5
2023,2/8,Dane,Spaulders of the Grand Crusader,5
1101,,Inuyasha,Breastplate of Wrath,5
2644,5/25,Nightsurviv,Vek'nilash's Circlet,5
1995,2/2,Prastinna,Belt of Transcendence,5
574,,Hunten,Ring of the Cryptstalker,5
2594,5/18,Ginblossom,Stormrage Bracers,5
3088,8/10,Keowyn,Arcanist Gloves,5
695,,Yumi,Belt of the Fallen Emperor,5
955,,Sxc,Choker of Enlightenment,5
2316,3/30,Morty,Qiraji Bindings of Command,5
2318,3/30,Respira,Cenarion Binding,5
2319,3/30,Darkphate,Felheart Belt,5
1102,,Respira,Bloodfang Chestpiece,5
588,,Tof,Stormrage Bracers,5
2570,5/17,Chihua,Hailstone Band,5
1125,,Night,Felheart Slippers,5
2002,2/2,Ismago,Gloves of the Hypnotic Flame,5
2611,5/24,Skylarke,Preceptor's Hat,5
2639,5/25,Kushbomb,Recomposed Boots,5
2692,6/1,Mallanim,Bloodfang Spaulders,5
2589,5/18,Legits,Shadowstrike,5
2595,5/18,Korzeth,Arcane Infused Gem,5
2597,5/18,Throndil,Draconic Maul,5
2041,2/9,Legits,Aged Core Leather Gloves,5
2662,5/31,Medium,Death's Bargain,5
616,,Yumi,Arcanist Leggings,5
2609,5/24,Ismago,Desecrated Waistguard,5
2646,5/25,Nightsurviv,Husk of the Old God,5
2610,5/24,Medium,Desecrated Waistguard,5
2587,5/18,Elvischrist,Boots of Prophecy,5
627,,Mavmoney,Felheart Slippers,5
2686,6/1,Korzeth,Dragonstalker's Greaves,5
2585,5/18,Elvischrist,Fire Runed Grimoire,5
1994,2/2,Prastinna,Bindings of Transcendence,5
653,,Hlista,Ring of the Eternal Flame,5
2067,2/16,Vav,Cloak of the Golden Hive,5
2065,2/16,Throdnil,Belt of the Fallen Emperor,5
2696,6/1,Korzeth,Dragonstalker's Legguards,5
2773,6/15,Spooge,Band of Dark Dominion,5
3082,8/10,haka,t2 bp,5
1701,12/29,Hamtaro,Nightslayer Chestpiece,5
182,,Hetfield,Desecrated cloth bracers,5
530,,Yumi,Malace Stone Pendfant,5
532,,Xorkal,Desecrated Gauntlets,5
1547,,Magnolia,Giantstalker's Epaulets,5
1555,,Ariz,Nightslayer Gloves,5
1572,12/21,Valerick,Noth's Frigid Herart,5
153,,Isoncooldown,Arcanist Binding,5
1660,12/29,Throndol,Judgment SPaulders,5
3189,8/24,Bombkush,Medallion of Steadfast Might,5
3187,8/24,Bombkush,Flamewalker Legplates,5
162,,Hunten,Scaled Sand Reaver Leggings,5
523,,Oom,Desecrated Girdle,5
1642,12/28,Respira,Frostfire Ring,5
1557,,Mallenim,Aged Core Leather Gloves,5
41,,Tof,Shimmering Geta,5
150,,Hunten,Ancient Petrified Leaf,5
1978,2/1,Fatjaws,Maexnna's Fang,5
1979,2/1,Yumi,Plague Bearer,5
2770,6/15,Sindragona,Bracers of Wrath,5
1214,,Kookeyz ,Frostfire Ring,5
1231,,Lucen,Desecrated Leggings,5
1193,,Kookeyz,qiraji binding of dominance,5
1195,,Valerick,drillborer disk,5
3178,8/24,Mallanim,Bloodfang Chestpiece,5
1542,,Ariz,Fireguard Shoulders,5
1460,,Yumi,Band of Reanimation,5
36,,Urijah,Stormrage Handguards,5
3242,8/31,Chihua,Amulet of Foul Warding,5
26,,Manowar,Bracelets of Wrath,5
1539,,Tofra,Leggings of Transcendence,5
1541,,Magnolia,Ancient Petrified Leaf,5
1561,12/21,Silly,Desecrated Sandals,5
3265,,Holyskank,Gem of Nerubis,5
3266,,Holyskank,Wand of Fates,5
1209,,Haka,Desecrated Breastplate,5
1196,,Valerick,Qiraji binding of command,5
1939,1/26,Tukio,Gloves of Ebru,5
1942,1/26,Legits,Amulet of Foul Warding,5
2739,6/8,Inuyasha,legplates of Blazing Light,5
499,,Tof,Qiraji Bindings of Dominance,5
1885,1/19,Magnolia,Dragonstalker's Legguards,5
508,,Mav,Husk of the Old God,5
509,,Wumbo,Carapace of the Old God,5
3090,8/10,Tuko,t1 shoulders,5
2726,6/8,wumbo,nightslayer bracelet,5
1262,,Dane,Bloodfang Pants,5
2775,6/15,Korzeth,Dragonstalker's Breastplate,5
1887,1/19,Jack,Band of Sulfuras,5
3179,8/24,Nemanor,Judgement Belt,5
115,,Manowar,Waistband of Wrath,5
354,,Urijah,Cenarion Helm,5
326,,Hunten,Dragonfang Blade,5
351,,Hunten,Giantstalker's Boots,5
3172,8/24,Bill,Netherwind Bindings,5
118,,Fatjaws,Bloodfang Boots,5
119,,Fatjaws,Venemous Totem,5
123,,Yumiki,Transcendence gloves,5
3180,8/24,Nemanor,Judgement Gauntlets,5
144,,Hunten,Giantstalker's Epaulets,5
2829,6/28,Aetherium,Ring of the Dreadnaught,5
3164,8/23,Jyro,Desecrated Waistguard,5
3165,8/23,Jyro,Desecrated Legplates,5
135,,Mavmoney,Felheart Gloves,5
3188,8/24,whitenoise,gutgore ripper,5
3169,8/23,Tuko,Desecrated Spaulders,5
3173,8/24,Gauss,Bracelets of Wrrath,5
1618,12/22,Valerick,Helm of Might,5
3174,8/24,Valerik,Judgement Sabadons,5
3175,8/24,Nemanor,Judgement Sabadons,5
3176,8/24,Bill,Ringo's Blizzard Boots,5
1199,,Respira,qiraji execution bracers,5
1589,12/22,Silly,Helm of Might,5
2921,7/13,Bombkush,Elementium Threaded CLoak,5
1889,1/19,Ahimelech,Core Forged Greaves,5
2825,6/22,Sephirath,Enchant,5
1892,1/19,Magnolia,Nightslayer Bracelets,5
2823,6/22,Kushbomb,Amulet of Foul Warding,5
2821,6/22,Rowaine,Libram of Grace,5
455,,Hunten,Doom's Edge,5
456,,Gamuza,Dragonstalker's Gauntlets,5
457,,Hlista,Black Ash Robe,5
458,,Wumbo,Gauntlets of Wrath,5
459,,Tof,Malfurion's Blessed Bulwark,5
461,,Hunten,Dragonstalker's Gauntlets,5
1904,1/25,Morty,Leggings of Apocalypse,5
2801,6/21,Iggy,Desecrated Sandals,5
1910,1/25,Nighteenxx,Desecrated Bracersxz,5
468,,Nobody,Netherwind Chest,5
464,,Hamtaro,Elementium Threaded Cloak,5
2782,6/15,Prastinna,Lawbringer Boots,5
2781,6/15,Inu,Gauntlets of Wrath,5
470,,Hamtaro,Cenarion Boots,5
39,,Manowar,Pauldrons of Wrath,5
1461,,Tofra,Necro-Knight's Garb,5
1794,1/11,Rogueisme,Desecrated Sabatons,5
2898,7/6,Inuyasha,Lawbringer helm,5
1272,,Rowaine,Draconic Avenger,5
1289,,Icebeam,Gloves of the Hypnotic Flame,5
2927,7/13,Bombkush,Claw of the Black Drake,5
1826,1/12,Inu,Vek'nilash's Circlet,5
2920,7/13,Bombkush,Head of Nefarian,5
1863,1/19,Tofr,Vambraces of Prophecy,5
2919,7/13,Bombkush,Breastplate of Wrath,5
369,,Dane,Fireguard Shoulders,5
481,,Hamtaro,Cenarion Gloves,5
407,,Xorkal,Icy Scale Coif,5
2830,6/28,Inu,Ring of the Dreadnaught,5
1882,1/19,Respira,Pauldrons of Transcendence,5
1302,,Ezekyle,Frostfire Ring,5
155,,Hamtaro,Beetle Scaled Wristguards,5
2879,7/5,BLT,Desecrated Circlet,5
1859,1/18,Yumi,Desecrated Legguards,5
2857,6/29,Kibbles,The Black Book,5
2856,6/29,Sindragona,Sabatons of Wrath,5
1862,1/18,Spooge,Desecrated Bindings,5
2836,6/28,Gamuza,Desecrated Wristguards,5
1224,,Wumbo,Maexxna's Fang,5
2928,7/13,Bombkush,Gauntlets of Wrath,5
2929,7/13,Dwarflord,Bloodfang Gloves,5
362,,Xorkal,Vambraces of Prophecy,5
2182,3/8,Respira,Stygian Buckler,5
2850,6/29,Dwarflort,Bloodfang Chestpiece,5
2841,6/28,Yumi,Icebane Helmet,5
1878,1/19,Magnolia,Dragonstalker's Bracers,5
1879,1/19,Yumi,Netherwind Bindings,5
1875,1/19,Inuyasha,Drake Talon Pauldrons,5
2838,6/28,Yumi,Desecrated Handguards,5
1274,,Haka,Essence Gatherer,5
1276,,Valerick,Legguards of the Fallen Crusader,5
2839,6/28,Yumi,Crystal Webbed Robe,5
1872,1/19,Stormsong,Mailstair's Defender,5
2934,7/13,Gamuza,Dragonstalker's Bracers,5
1853,1/18,Respira,Digested Hand of Power,5
2854,6/29,Kibbles,Nemesis Spaulders,5
1832,1/12,Magnolia,Giantstalker helm,5
1336,,Yumi,Libram of Grace,5
355,,Rowaine,Biznicks,5
1334,,Sardinas,Scaled Sand Reaver Leggings,5
2945,7/13,Icebeam,Arcanist Crown,5
469,,Yumiki,Transcendence Chest,5
2272,3/23,Litefoot,Girdle of Prophecy,5
2977,7/20,Nightsurviv,subltety enchant,5
494,,Mav,Robes of the Battleguard,5
3109,8/16,Ismago,Ring of the Dreadnought,5
3115,8/16,Hamtaro,Spire of Twilight,5
114,,Fiiight,Judgment Bindings,5
1599,12/22,Night,Leggings of the Festering Swarm,5
1591,12/22,Oom,Ring of Swarming Thought,5
1590,12/22,Respira,Aurastone Hammer,5
1587,12/21,Nightsummon,Desecrated Bindings,5
3219,8/30,Yumi,Necro-Knight's Garb,5
58,,Rowaine,Finkle's Lava Dredger,5
478,,Legits,Flamewalker Legplates,5
333,,Lerok,Malfurion's Blessed Bulwark,5
2862,6/29,Sindragona,Something,5
1222,,Omgitsvav,Fortitude of the Scourge,5
463,,Yumiki,Judgement Spaulders,5
2273,3/23,Litefoot,Choker of Enlightenment,5
2766,6/14,Lightbornne,perceptors hat,5
486,,Mav,Staff of Dominance,5
2745,6/8,inuyasha,Wormscale Blocker,5
56,,Dinkkle,Arcanist Robes,5
1759,1/5,Inu,Legplates of Might,5
1355,,Yumi,Drillborer disk,5
311,,Manowar,Stygian Buckler,5
1721,1/4,Tofra,Glacial Mantle,5
1575,12/21,Haka,The Plague Bearer,5
2991,7/26,Ismagu,Band of Reanimation,5
2992,7/26,Ismagu,Toxin Injector,5
2994,7/26,Ismagu,Harbinger of Doom,5
2995,7/27,Prastinna,Judgement Bindings,5
541,,Xorkal,Desecrated Breastplate,5
3037,8/2,Kushbomb,Spire of Twilight,5
324,,Respira,Dragonstalker's Belt,5
3009,7/27,Winterly,Netherwind Mantle,5
45,,Urijah,Malfurion's Blessed Bulwark,5
1381,,Silly,Gem of Nerubis,5
302,,Rowaine,Death's Bargain,5
1385,,Valerick,Desecrated Helmet,5
1737,1/5,Varros,Doom's Edge,5
1735,1/5,Dane,Styleen's Impending Scarab,5
1386,,Valerick,Desecrated Waistguards,5
1731,1/5,Inuyashasama,Pauldrons of Wrath,5
271,,Varros,Libram of Grace,5
1722,1/4,Rogueisme,Desecrated Pauldrons,5
1615,12/22,Prastinna,Husk of the Old God,5
1227,,Rowaine,Belt of the Grand Crusader,2
1228,,Rowaine,Belt of the Grand Crusader,2
738,,Rowaine,Death's Bargain,1
256,,Zekrov,Brestplate of Might,1
1140,,Oom,Desecrated Tunic,1
1053,,Keen,Desecrated Circlet,1
739,,Nightsurvive,Desecrated Bindings,1
47,,Develon,Interlaced Shadow Jerkin,1
736,,Wonderdruid,Desecrated SPaulders,1
660,,Blackstabath,Desecrated Pauldrons,1
827,,Thunderhamer,Desecrated Helmet,1
1189,,Lornaracos,carapace of the Old God,1
2,,Thuderhammer,Icy Scail Coif,1
417,,Haka,Toxin Injector,1
1139,,Wonderdruid,Desecrated Tunic,1
517,,Xorkal,Gluth's Missing Collar,1
387,,Isoncooldown,Vek'lor's Diadem,1
835,,Haka,Desecrated Legplates,1
560,,varros,Desecrated Waistguard,1
843,,Haka,Desecrated Sabatons,1
297,,Hyrazz,Desecrated Pauldrons,1
432,,Toframadur,Pendant of Forgotten Names,1
909,,Thunderhamer,Desecrated Sabatons,1
1240,,Blackhanded,Desecrated Gauntlets,1
524,,varros,Icy Scale Coif,1
734,,Nightsurvive,Desecrated Shoulderpads,1
999,,Wonderdruid,Desecrated Boots,1
746,,Nightsurvive,Desecrated Belt,1
986,,Thunderhamer,Desecrated Helmet,1
1238,,Jimbo,Desecrated Belt,1
1232,,Blackhanded,Desecrated Legplates,1
1757,1/5,,Cenarion Boots,0
1756,1/5,,Wristguards of Stability,0
1744,1/5,,Stormrage Belt,0
1748,1/5,,Stormrage Handguards,0
1788,1/11,,Leggings of Apocalypse,0
1785,1/11,,Preceptor's Hat,0
1784,1/11,,Icebane Pauldrons,0
1749,1/5,,Netherwind Boots,0
1776,1/11,,Ring of Redemptiopn,0
1770,1/11,,Idol of Longevity,0
1769,1/11,,Desecrated Boots,0
1768,1/5,,Boots of Prophecy,0
1767,1/5,,Arcanist Gloves,0
1765,1/5,,Nightslayer Chestpiece,0
1763,1/5,,Wristguards of True Flight,0
1762,1/5,,Felheart Shoulder Pads,0
1761,1/5,,Lawbringer Gauntlets,0
1758,1/5,,Felheart Pants,0
1750,1/5,,Stormrage Boots,0
1752,1/5,,Handguards of Transcendence,0
1743,1/5,,Stormrage Bracedrs,0
1754,1/5,,Gloves of the Hypnotic Flame,0
1755,1/5,,Cenarion Spaulders,0
1753,1/5,,Gutgore Ripper,0
1393,,,Therazane's Link,0
1742,1/5,,The Black Book,0
1732,1/5,,Pauldrons of Wrath,0
1636,12/28,Cascada,Desecrated Circlet,0
1637,12/28,,Desecrated Helmet,0
1638,12/28,,Desecrated Belt,0
1643,12/28,,Ring of the Cryptstalker,0
1652,12/28,,Ring of the Eternal Flame,0
1655,12/29,,Mantle of the Blackwing,0
1672,12/29,,Netherwind Boots,0
1676,12/29,,Taut Dragonhidfe Belt,0
1678,12/29,,Netherwind Gloves,0
1680,12/29,,Leggings of Transcendence,0
1683,12/29,,Malistar's Defender,0
1687,12/29,,Cenarion Leggings,0
1691,12/29,,Lawbringer Gauntlets,0
1697,12/29,,Seal of the Archmagus',0
1698,12/29,,Felheart Slippers,0
1699,12/29,,Arcanist Gloves,0
1703,12/29,,Fireguard Shoulders,0
1725,1/5,,Cloak of the Brood Lord,0
1726,1/5,,Judgment Breastplate,0
1727,1/5,,Netherwind Robes,0
1791,1/11,,Desecrated Tunic,0
1789,1/11,,Digested Hand of Power,0
1829,1/12,,Carapace of the Old God,0
1792,1/11,,Desecrated Pauldrons,0
3066,8/9,,Soulseeker,0
2236,3/16,,Qiraji Bindings of Dominance,0
3248,8/31,,TOEP,0
622,,,Circlet of Prophecy,0
506,,Nobody,Skin of the Great Sandworm,0
133,,Toframadour,Head of Nef,0
129,,Paddington,Stormrage Chestguard,0
2350,4/6,rella,Lifegiving Gem,0
2740,6/8,no one,Recomposed Boots,0
1851,1/18,None,Ring of the Eternal Flame,0
3080,8/9,,Desecrated Helmet,0
3171,8/23,Tuko,Desecrated Boots,0
2178,3/8,,Idol of Longevity,0
2735,6/8,no one,Imperial Qiraji Armaments,0
2737,6/8,no one,Gloves of Ebru,0
2744,6/8,no one,belt of the fallen emperor,0
2742,6/8,no one,huhurans stinger,0
2743,6/8,no one,veklors gloves of devastation,0
2359,4/6,cubster,head of nefarian,0
2765,6/14,Silly,Ring of the eternal flame,0
1164,,Tuna,Desecrated Waistguards,0
1165,,Sayapologize,Desecrated Waistguards,0
3019,7/27,Begs,Eye of Sulfuras,0
2218,3/15,,Noth's Frigid heart,0
1976,2/1,,Desecrated Waistguard,0
1793,1/11,,Desecrated Spaulders,0
1830,1/12,,Husk of the Old God,0
1795,1/11,,Desecrated Headpiece,0
1797,1/11,,Desecrated Waistguard,0
1798,1/11,,Desecrated Belt,0
1799,1/11,, Desecrated Gauntlets,0
1801,1/11,,Desecrated Legguards,0
1802,1/11,,Desecrated Bracers,0
1803,1/11,,Desecrated Handguards,0
1822,1/12,,Qiraji Bindings of Dominance,0
1828,1/12,,Skin of the Great Sandworm,0
1576,12/21,,Pendant of Forgotten Names,0
1911,1/25,,Desecrated Bracersxz,0
1975,2/1,,Desecrated Bindings,0
1940,1/26,,Gloves of the Redeemed Prophecy,0
1941,1/26,,Hammer of Jiz'shi,0
1945,1/26,,Leggings of the Festering Swarm,0
1946,1/26,,Hive Tunneler's Boots,0
1954,1/26,,Vek'lor's Diadem,0
1956,1/26,,Skin of the Great Sandworm,0
1958,1/26,Holyskank,Husk of the Old God,0
1965,2/1,,Frostfire Ring,0
1973,2/1,,Gem of Neribus,0
1974,2/1,,Desecrated Bracers,0
1612,12/22,,Skin of the Great Sandworm,0
1545,,,Breastplate of Might,0
1552,,,Lawbringer Helm,0
1338,,,Qiraji Bindings of Dominance,0
1440,,,Choker of Enlightenment,0
1444,,,Desecrated Boots,0
1462,,,Icy Scale Spaulders,0
1471,,,Desecrated boots,0
1472,,,Desecrated Helmet,0
1473,,,Desecrated Helmet,0
1474,,,Desecrated Belt,0
1475,,,Desecrrated Girdle,0
1476,,,Desecrated Legguards,0
1477,,,Desecrated Legplates,0
1478,,,Desecrated Bracers ,0
1479,,,Desecrated Wrstguards,0
1339,,,Qiraji Bindings of Dominance,0
1327,,,Desecrated Legplates,0
1166,,,Desecrated Spaulders,0
1326,,,Desecrated Handguards,0
1325,,,Desecrated Leggings,0
1324,,,Desecrated Boots,0
1323,,,Desecrated Gloves,0
1322,,,Desecrated Circlet,0
1321,,,Desecrated Helmet,0
1316,,,Desecrated Spaulders,0
1315,,,Toxin Injector,0
1208,,,Desecrated Tunic,0
1205,,,Desecrated Sabatons,0
1173,,,Desecrated Gloves,0
1172,,,Desecrated Gauntlets,0
1170,,,Desecrated Bindings,0
1439,,,Felheart Gloves,0
1340,,,Qiraji Bindings of Command,0
1437,,,Cenarion Leggings,0
1436,,,Earthshaker,0
1390,,,Desecrated Girdle,0
1389,,,Desecrated Spaulders,0
1388,,,Desecrated Bracers ,0
1353,,,ouro's Intact Hide,0
1352,,,skin of the great sandworm,0
1346,,,Carapace of the Old God,0
1345,,,Husk of the old god,0
1341,,,Vek'lor's Diadem,0
1396,,,Bloodfang Chestpiece,0
1399,,,Pauldrons of Transcendence,0
1400,,,Bloodfang Spaulders,0
1404,,,Bloodfang Gloves,0
1413,,,Dragonstalker's Legguards,0
1416,,,Breastplate of Might,0
1417,,,Shadowstrike,0
1420,,,Arcanist Gloves,0
1422,,,Staff of Dominance ,0
1423,,,Arcanist Robes,0
1424,,,Staff of Dominance ,0
1425,,,Arcanist Robes,0
1426,,,Felheart Shoulder Pads,0
1427,,,Lawbringer Spaulders,0
1428,,,Magma Tempered Boots,0
1429,,,Lawbringer Helm,0
1431,,,Felheart Horns,0
1434,,,Felheart Belt,0
1435,,,Nightslayer Beltr,0
1167,,,Desecrated Spaulders,0
1163,,,Desecrated Helmet,0
1391,,,Desecrated Girdle,0
1502,,,Desecrated Sabatons,0
711,,,Gloves of Prophecy,0
701,,,Husk of the Old God,0
669,,,Desecrated Girdle,0
664,,,Desecrated Helmet,0
657,,,Band of Reanimation,0
642,,,Desecrated Bracers,0
1480,,,Desecratged Gloves,0
1488,,,Gloves of the Redeemed Prophecy,0
1491,,,Barrage Shoulders,0
1496,,,Wasphide Gauntlets,0
1498,,,Wormscale Blocker,0
1499,,,Qiraji Bindings of Command,0
1500,,,Qiraji Bindings of Command,0
1503,,,Desecrated Sabatons,0
1124,,,Cenarion Spaulders,0
1505,,,Boots of Displacement,0
1522,,,Stygian Buckler,0
1524,,,Belt of the Grand Crusader,0
1525,,,Pendant of Forgotten Names,0
1526,,,Gem of Nerubis,0
1527,,,Desecrated Tunic,0
1531,,,Desecrated Belt,0
1532,,,Desecrated Belt,0
1533,,,Desecrated Circlet,0
1534,,,Desecrated Leggings,0
1536,,,Desecrated Bindings,0
1540,,,Nemesis Leggings,0
1544,,,Magma Tempered Boots,0
727,,,Eye of Divinity,0
728,,,Gloves of the Hypnotic Flame,0
732,,,Netherwind Pants,0
774,,,Ring of the Cryptstalker,0
1118,,,Lawbringer Bracers,0
1086,,,Dragonstalker's Belt,0
1077,,,Desecrated Handguards,0
1076,,,Polar Shoulder Pads,0
1075,,,Desecrated Bracers ,0
1010,,,Might of the Scourge,0
1008,,,Resilience of the Scourge,0
985,,,Spire of Twilight,0
981,,,Necro-Knight's Garb,0
975,,,Fireproof Cloak,0
968,,,Mantle of Prophecy,0
966,,,Robe of Volatile Power,0
965,,,Seal of teh Archmagus,0
964,,,Arcanist Gloves,0
961,,,Circlet of Prophecy,0
960,,,Sorcerous Dagger,0
957,,,Giantstalker's Leggings,0
941,,,Aegis of Preservation,0
940,,,Taut Dragonhide Belt,0
925,,,Maexxna's Fang,0
842,,,Desecrated Handguards,0
838,,,Desecrated Bindings,0
837,,,Desecrated Bindings,0
832,,,Desecrated Gird;e,0
824,,,Desecrated Spaulders,0
822,,,Desecrated Spaulders,0
797,,,Staff of the Shadow Flame,0
1438,,,Pants of Prophecy,0
820,,,Desecrated Spaulders,0
634,,,Eye of Divinity,0
426,,Nobody,Desecrated Bindings,0
1292,,,Desecrated Boots,0
401,,Nobody,Desecrated Bindings,0
1046,,,Desecrated Wristguards,0
1049,,,Desecrated Spaulders,0
1633,12/28,,Desecrated Waistguard,0
1359,,,Desecrated Sandals,0
1360,,,Desecrated Sabatons,0
370,,Nobody,Ancient Petrified ,0
1136,,,Desecrated Boots,0
1291,,,Desecrated Boots,0
1362,,,Desecrated Tunic,0
697,,,Ouro's Intact Hide,0
550,,,Desecrated Shoulderpads,0
1185,,,skin of the great sandworm,0
531,,Nobody,Desecrated Bindings,0
1198,,,qiraji binding of dominance,0
1361,,,Desecrated Tunic,0
1161,,,Desecrated Leggings,0
1160,,,Desecrated Leggings,0
1530,,,Desecrated Pauldrons,0
359,,Nobody,Giiantstalker's Belt,0
451,,Nobody,Rune of Metamorphasis,0
448,,Nobody,Bindings of Transcendence,0
462,,Nobody,Netherwind Mantle,0
365,,Nobody,Cenarion Vestements,0
450,,Nobody,Judgment Belt,0
449,,Nobody,Bloodfang Belt,0
